the_geom,OBJECTID,Borough,Block,Lot,Address,BBL,LPC_NAME,LPC_LPNumb,LPC_SiteDe,LPC_SiteSt,LPC_Altern,DesDate,LandmarkTy,URL_REPORT,Shape_Leng,Shape_Area
"MULTIPOLYGON (((-73.91667188448183 40.76198784551863, -73.91666812340281 40.76198759245784, -73.91666447781894 40.761986846904364, -73.91666105784361 40.761985631450436, -73.91665796765061 40.761983983092186, -73.91665530073908 40.761981951425, -73.91665313756602 40.76197959774151, -73.91665154554615 40.76197699503134, -73.91665057195411 40.76197422167266, -73.91665024629289 40.761971361433794, -73.91665057911096 40.7619685025718, -73.91665155964333 40.76196572972636, -73.91665315817389 40.76196312932447, -73.91665532723181 40.76196077967565, -73.91665799922205 40.7619587518708, -73.91666109353439 40.761957107085905, -73.91666451654358 40.76195589658213, -73.91666816398472 40.76195515630399, -73.91667192568829 40.76195490868457, -73.91667568676546 40.76195516174522, -73.91667933234773 40.7619559072984, -73.91668275232188 40.76195712275173, -73.91668584251312 40.761958772009855, -73.91668851060895 40.76196080367719, -73.91669067259947 40.76196315645867, -73.91669226462055 40.7619657591683, -73.91669323821307 40.76196853342715, -73.91669356387725 40.76197139276544, -73.91669323105988 40.76197425252803, -73.91669225053025 40.76197702447327, -73.91669065200088 40.761979624875714, -73.91668848412677 40.76198197542656, -73.91668581095222 40.76198400323126, -73.91668271664037 40.76198564711626, -73.91667929362998 40.76198685762066, -73.91667564618722 40.761987597899086, -73.91667188448183 40.76198784551863)))",1261,QN,0,0,30-78 Steinway Street,0,"Sidewalk Clock, 30-78 Steinway Street",LP-01174,"The portion of the sidewalk on which the described improvement is situated adjacent to Borough of Queens Tax Map Block 660, Lot 81.",Designated,,08/25/1981,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1174.pdf,37.6511799025,112.523414597
"MULTIPOLYGON (((-73.7979510963796 40.70412460306469, -73.79794734020258 40.7041243461283, -73.79794369793088 40.70412359681059, -73.79794028309182 40.704122377823694, -73.79793719852222 40.70412072536876, -73.79793453754621 40.70411869093888, -73.79793238044171 40.704116335909994, -73.79793079444035 40.70411373154076, -73.7979298266361 40.70411095625864, -73.79792950634895 40.70410809656438, -73.79792984397193 40.70410523712461, -73.79793082858775 40.70410246617054, -73.7979324303604 40.704099867397524, -73.79793460172085 40.70409751906679, -73.7979372750007 40.70409549400111, -73.79794036955083 40.70409385329388, -73.79794379174153 40.704092646308936, -73.79794743851504 40.70409190978645, -73.79795119620772 40.70409166603969, -73.79795495356619 40.70409192297804, -73.79795859465301 40.704092672293314, -73.79796200949089 40.70409389127967, -73.79796509524587 40.70409554283551, -73.79796775622188 40.7040975772647, -73.79796991214103 40.70409993319136, -73.79797149814358 40.704102537560054, -73.79797246595217 40.70410531194133, -73.79797278623842 40.70410817253595, -73.79797244862 40.70411103107535, -73.79797146400306 40.7041138029303, -73.79796986223158 40.704116401703835, -73.79796769205777 40.704118749136825, -73.79796501877792 40.70412077420319, -73.79796192304113 40.70412241580951, -73.79795850084923 40.704123622794974, -73.79795485525739 40.70412435931989, -73.7979510963796 40.70412460306469)))",1262,QN,0,0,161-11 Jamaica Avenue,0,"Sidewalk Clock, 161-11 Jamaica Avenue",LP-01176,"Proposed Site: The portion of the sidewalk on which the described improvement is situated adjacent to Borough of Queens, Tax Map Block 10101, Lot 15.",Proposed,,08/25/1981,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1176.pdf,37.6512335177,112.523735234
"MULTIPOLYGON (((-73.79809648438493 40.70428819610938, -73.79809272701215 40.7042879400762, -73.79808908591586 40.70428718986465, -73.7980856710657 40.7042859708821, -73.79808258648227 40.70428431933157, -73.79807992431202 40.70428228490307, -73.79807776838308 40.70427992897849, -73.79807618237214 40.70427732461134, -73.79807521455669 40.704274550230956, -73.79807489426531 40.7042716896367, -73.79807523188009 40.704268831097075, -73.79807621649506 40.7042660592413, -73.798077818266 40.70426346046632, -73.79807998844063 40.7042611130313, -73.7980826629059 40.704259087964374, -73.79808575746273 40.704257446352784, -73.79808917965924 40.70425623936354, -73.79809282525682 40.70425550283438, -73.79809658414146 40.70425525908496, -73.79810034150971 40.70425551601855, -73.79810398260712 40.7042562653292, -73.79810739745604 40.70425748431123, -73.79811048203617 40.70425913676157, -73.79811314302316 40.70426117118735, -73.79811530013872 40.70426352621281, -73.79811688615086 40.70426613057944, -73.79811785396515 40.70426890585994, -73.79811817426115 40.704271765553614, -73.7981178366454 40.704274624993865, -73.79811685203482 40.70427739594948, -73.79811525026508 40.704279994725006, -73.79811307890506 40.704282343059134, -73.79811040562306 40.70428436812878, -73.79810731106826 40.70428600884055, -73.7981038888706 40.70428721583032, -73.79810024326869 40.70428795326037, -73.79809648438493 40.70428819610938)))",1263,QN,0,0,161-11 Jamaica Avenue,0,"Sidewalk Clock, 161-11 Jamaica Avenue",LP-01176,"The portion of the sidewalk on which the described improvement is situated adjacent to Borough of Queens, Tax Map Block 9760, Lot 87.",Moved,,08/25/1981,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1176.pdf,37.6512927129,112.524087896
"MULTIPOLYGON (((-73.97358627161165 40.761838706411524, -73.97302007142544 40.76159974340688, -73.97339244049225 40.76108900801245, -73.97399353224478 40.761342696734395, -73.97380171913647 40.7616057887959, -73.97376629872186 40.76159084046561, -73.97358627161165 40.761838706411524)))",0,MN,1291,10,"550 Madison Avenue (aka 550-570 Madison Avenue, 13-29 East 55th Street, 14-28 East 56th Street)",1012910010,"AT&T Corporate Headquarters Building (later Sony Plaza, now 550 Madison Avenue)",LP-02600,"Borough of Manhattan Tax Map Block 1291, Lot 10",Designated,,07/31/2018,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2600.pdf,806.581799562,39370.5493118
"MULTIPOLYGON (((-73.99780727983814 40.682102310480104, -73.9976902520062 40.6820699428128, -73.9978152884673 40.68180120752496, -73.99793503770171 40.68183444050913, -73.99780727983814 40.682102310480104)))",0,BK,351,10,236 President Street,3003510010,Hans S. Christian Memorial Kindergarten,LP-02611,"Borough of Brooklyn Tax Map Block 351, Lot 10",Designated,,09/18/2018,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2611.pdf,277.580388943,3628.64352276
"MULTIPOLYGON (((-73.96004474506293 40.76870529696148, -73.96017560058478 40.76876068361428, -73.95999654313628 40.76901102911546, -73.95986558413983 40.768955783604525, -73.96004474506293 40.76870529696148)))",24805,MN,1426,10,215 East 71st Street,1014260010,National Society of Colonial Dames in New York State Headquarters,LP-02605,"Borough of Manhattan Tax Map Block 1426, Lot 10",Designated,,06/11/2019,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2605.pdf,290.673174189,4308.09012673
"MULTIPOLYGON (((-73.99033689987492 40.733643938901714, -73.99040325832159 40.73333339253681, -73.9904925432066 40.73336892768849, -73.99047994259433 40.733427948648554, -73.99056942357417 40.73344252623193, -73.9905548293374 40.73351088530495, -73.99091745363494 40.733569965292915, -73.99088637286233 40.73371538678271, -73.99079945284863 40.73370352017999, -73.99079555841462 40.733701216369205, -73.99067443275278 40.73368468770437, -73.99067524301309 40.733680893929616, -73.99052086234539 40.733659820242956, -73.99051082972225 40.73371657213511, -73.99033689987492 40.733643938901714)))",7933,MN,564,39,836 Broadway,1005640039,836 Broadway Building,LP-02618,"Borough of Manhattan Tax Map Block 564, Lot 39",Designated,,06/11/2019,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2618.pdf,552.052603131,11081.4648226
"MULTIPOLYGON (((-73.99051082972225 40.73371657213511, -73.99052086234539 40.733659820242956, -73.99067524301309 40.733680893929616, -73.99067443275278 40.73368468770437, -73.99079555841462 40.733701216369205, -73.99079945284863 40.73370352017999, -73.99088637286233 40.73371538678271, -73.99085536776735 40.73386045256648, -73.99051082972225 40.73371657213511)))",7934,MN,564,41,840 Broadway,1005640041,840 Broadway Building,LP-02619,"Borough of Manhattan Tax Map Block 564, Lot 41",Designated,,06/11/2019,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2619.pdf,288.151532862,3829.36612525
"MULTIPOLYGON (((-73.99098855276203 40.73445907034539, -73.99106361496203 40.73412097687612, -73.9911797191253 40.73416895138539, -73.99121443641084 40.73418329642993, -73.99145776797418 40.73428384024338, -73.99130249177095 40.73449029438299, -73.99126152053486 40.73447292228406, -73.99126158934658 40.734498862321104, -73.99115016474425 40.734482623056856, -73.99098855276203 40.73445907034539)))",439507,MN,565,15,841 Broadway,1005650015,The Roosevelt Building,LP-02620,"Borough of Manhattan Tax Map Block 565, Lot 15 in part",Designated,,06/11/2019,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2620.pdf,435.385534567,11008.4074685
"MULTIPOLYGON (((-73.99094536877016 40.733433202828635, -73.99091675182709 40.73356854783788, -73.9905538827402 40.733507694727244, -73.99056958105795 40.73344226509747, -73.99047994138031 40.73342816026782, -73.9904951975984 40.733358586472754, -73.99094536877016 40.733433202828635)))",0,MN,564,36,832 Broadway,1005640036,832-834 Broadway Building,LP-02617,"Borough of Manhattan Tax Map Block 564, Lot 36 in part",Designated,,06/11/2019,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2617.pdf,355.912568512,5748.83234962
"MULTIPOLYGON (((-73.99096228810842 40.73336102663416, -73.99094395537095 40.733432684024855, -73.99049514794109 40.733358147020716, -73.99051064469754 40.73328676682349, -73.99096228810842 40.73336102663416)))",0,MN,564,36,830 Broadway,1005640036,830 Broadway Building,LP-02616,"Borough of Manhattan Tax Map Block 564, Lot 36 in part",Designated,,06/11/2019,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2616.pdf,308.328481236,3378.30696655
"MULTIPOLYGON (((-73.99040325832159 40.73333339253681, -73.99041649630009 40.73327139815968, -73.99047146652426 40.73301393754651, -73.99098946199616 40.73323305485714, -73.99096216502666 40.733360772681195, -73.99051001367933 40.73328710806409, -73.9904925432066 40.73336892768849, -73.99040325832159 40.73333339253681)))",7931,MN,564,34,826 Broadway,1005640034,826 Broadway Building,LP-02615,"Borough of Manhattan Tax Map Block 564, Lot 34",Designated,,06/11/2019,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2615.pdf,515.596730887,11696.8399975
"MULTIPOLYGON (((-73.99128079883664 40.73307334245478, -73.99164815060551 40.733133159820504, -73.99166225361546 40.73306422244364, -73.9917516478863 40.733079296183355, -73.99168307539946 40.73337835809577, -73.99125356085246 40.733198356129336, -73.99128079883664 40.73307334245478)))",7907,MN,563,31,817 Broadway,1005630031,817 Broadway Building,LP-02614,"Borough of Manhattan Tax Map Block 563, Lot 31",Designated,,06/11/2019,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2614.pdf,447.586794583,9098.40920639
"MULTIPOLYGON (((-74.002490492596 40.73135280862585, -74.0025578507724 40.73132926155801, -74.0026506670619 40.73148290238793, -74.00258330757926 40.731506450410095, -74.002490492596 40.73135280862585)))",8731,MN,590,47,31 Cornelia Street,1005900047,The Caffe Cino,LP-02635,"Borough of Manhattan Tax Map Block 590, Lot 47 in part",Designated,,06/18/2019,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2635.pdf,164.299074213,1265.68252029
"MULTIPOLYGON (((-73.99862049693976 40.743234283768146, -73.99861635184483 40.74323258716355, -73.99862024134335 40.74322731744417, -73.99875362649625 40.7430466628831, -73.99883570894657 40.74308123960341, -73.99869904540554 40.74326633191937, -73.99862049693976 40.743234283768146)))",11950,MN,770,17,243 West 20 Street,1007700017,Women's Liberation Center,LP-02633,"Borough of Manhattan Tax Map Block 770, Lot 17",Designated,,06/18/2019,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2633.pdf,207.033733752,2015.39741603
"MULTIPOLYGON (((-73.98028574210338 40.777564445104844, -73.98025807697418 40.77755278336591, -73.98044016150733 40.777293116745305, -73.98050650697064 40.777321037257465, -73.98032439654837 40.77758073909697, -73.98028574210338 40.777564445104844)))",18484,MN,1143,19,137 West 71st Street,1011430019,James Baldwin Residence,LP-02636,"Borough of Manhattan Tax Map Block 1143, Lot 19",Designated,,06/18/2019,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2636.pdf,256.434158046,2251.49944325
"MULTIPOLYGON (((-74.07863128898158 40.632552248873104, -74.07869986756249 40.63241899168771, -74.07875358313025 40.63243492742535, -74.07874792831477 40.63244591673736, -74.07908850042016 40.632546957218835, -74.07904853669562 40.632676039067576, -74.07863128898158 40.632552248873104)))",16554,SI,516,32,207 St. Paul's Avenue,5005160032,Audre Lorde Residence,LP-02642,"Borough of Staten Island Tax Map Block 516, Lot 32",Designated,,06/18/2019,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2642.pdf,346.49396377,5851.82264842
"MULTIPOLYGON (((-74.00086345322936 40.738060556358974, -74.00098662294566 40.73789317804039, -74.00103579950142 40.73782635184632, -74.00110562573977 40.73785608055232, -74.0010918834617 40.73787475540832, -74.00105799062392 40.73792081308181, -74.00108370844879 40.73793176211345, -74.00111444983196 40.73788998727672, -74.00121346521085 40.737932144435526, -74.00124281290303 40.73794463776367, -74.00122883742452 40.73796363141795, -74.0012561440887 40.737975255774685, -74.00122750766215 40.738014170614505, -74.00120020098704 40.73800254445006, -74.00113220929173 40.738094941709775, -74.00122429678423 40.73813414796296, -74.00117583998137 40.73819999717666, -74.00085984360385 40.73806546054976, -74.00086345322936 40.738060556358974)))",18306,MN,617,47,208 West 13th Street,1006170047,"The Lesbian, Gay, Bisexual & Transgender Community Center",LP-02634,"Borough of Manhattan Tax Map Block 617, Lot 47 in part",Designated,,06/18/2019,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2634.pdf,452.603412054,7432.49441583
"MULTIPOLYGON (((-73.9953250332928 40.670424799668666, -73.99542675204417 40.670302137351605, -73.99575682953811 40.67046075237155, -73.99565590719897 40.67058198138768, -73.9953250332928 40.670424799668666)))",0,BK,1025,49,170 2nd Avenue,3010250049,Montauk Paint Manufacturing Company Building,LP-02641,"Borough of Brooklyn Tax Map Block 1025, Lot 49",Designated,,10/29/2019,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2641.pdf,321.605109334,5689.86091667
"MULTIPOLYGON (((-73.98641557488376 40.68233277702102, -73.98633845927647 40.682302797881476, -73.98617906177164 40.68224082977962, -73.98631206535222 40.682042559673896, -73.9863689101581 40.68195844399382, -73.9866232674843 40.68205753580211, -73.9865913790559 40.682103862641696, -73.98643321885714 40.68233963741801, -73.98641557488376 40.68233277702102)))",264504,BK,405,51,233 Butler Street (aka 231-237 Butler Street),3004050051,"American Society for the Prevention of Cruelty to Animals (ASPCA) Brooklyn Office, Shelter, and Garage",LP-02637,"Borough of Brooklyn Tax Map Block 405, Lot 51 in part, and a portion of the Butler Street sidewalk in front of said lot",Designated,,10/29/2019,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2637.pdf,389.480309334,9145.24308566
"MULTIPOLYGON (((-73.98967602499313 40.74609017340176, -73.98961428871598 40.74606410539297, -73.98978941313324 40.74582635942058, -73.98985689972852 40.745854853807515, -73.98968177666109 40.74609260078213, -73.98967602499313 40.74609017340176)))",0,MN,830,11,47 West 28th Street,1008300011,"47 West 28th Street Building, Tin Pan Alley",LP-02626,"Borough of Manhattan Tax Map Block 830, Lot 11",Designated,,12/10/2019,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2626.pdf,241.346556031,2123.54178067
"MULTIPOLYGON (((-73.98968177666109 40.74609260078213, -73.98985689972852 40.745854853807515, -73.9899263162298 40.74588416418245, -73.9897511945171 40.746121911261724, -73.98968177666109 40.74609260078213)))",0,MN,830,10,49 West 28 Street,1008300010,"49 West 28th Street Building, Tin Pan Alley",LP-02627,"Borough of Manhattan Tax Map Block 830, Lot 10",Designated,,12/10/2019,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2627.pdf,242.570026951,2184.27490973
