Property Name,County,DesDate,National Register Number,Longitude,Latitude,Georeference,Type
Harlow E. Bundy House,Broome,5/11/11,10NR06180,-75.92792554,42.1016428,POINT (-75.9279255373 42.1016428042),house
Tomlinson House,Essex,5/20/83,90NR00570,-73.47761034,44.50584788,POINT (-73.4776103386 44.5058478825),house
Smith Observatory and Dr. William R. Brooks House,Ontario,4/11/08,07NR05809,-77.00285229,42.87240774,POINT (-77.0028522868 42.872407743),house
Astor Row Houses,New York,8/11/82,92NR00429,-73.94170323,40.81008054,POINT (-73.9417032331 40.8100805393),house
"Arnold, Benjamin Walworth, House and Carriage House",Albany,7/26/82,90NR02807,-73.76804787,42.65883743,POINT (-73.7680478673 42.6588374284),house
"Rockefeller, Simeon, House",Columbia,7/2/09,08NR05955,-73.86171603,42.13072607,POINT (-73.8617160338 42.1307260702),house
"Bull, Julius and Harriet, House",Seneca,8/30/07,06NR05660,-76.75206087,42.90237619,POINT (-76.7520608675 42.9023761864),house
"Potter, Judge Joseph, House",Washington,5/2/74,90NR02753,-73.39852897,43.5557494,POINT (-73.3985289663 43.555749402),house
Cortland County Courthouse,Cortland,10/9/74,90NR00266,-76.17635604,42.59886531,POINT (-76.176356044 42.5988653054),house
Dubois-Phelps House,Orange,8/21/97,97NR01239,-74.19457166,41.57556216,POINT (-74.1945716643 41.5755621611),house
"Sayer, Mary Van Duzer, House",Orange,3/8/96,90NR03053,-74.08648694,41.41133449,POINT (-74.0864869443 41.4113344873),house
John & Chancey White House,Monroe,1/15/14,13NR06484,-77.98480608,43.17734535,POINT (-77.9848060824 43.1773453478),house
Harden House,Livingston,8/31/89,90NR01389,-77.61032165,42.90595579,POINT (-77.6103216538 42.9059557938),house
"Hoornbeck, Jacob, Stone House",Ulster,2/21/97,96NR01075,-74.29224646,41.79727014,POINT (-74.2922464635 41.7972701429),house
Moore House,Putnam,11/23/82,90NR02372,-73.93608376,41.38043195,POINT (-73.9360837617 41.3804319535),house
Keeney House,Genesee,9/11/79,90NR00531,-77.99325711,42.97724505,POINT (-77.9932571136 42.9772450524),house
"Van Steenburgh, Tobias, House",Ulster,12/9/99,99NR01561,-74.0160277,41.92702665,POINT (-74.0160277027 41.9270266532),house
"North Fifth Street, Houses at 37-47",Columbia,11/15/03,03NR05071,-73.78534862,42.25079269,POINT (-73.7853486193 42.250792687),house
"Lincoln, Anselm, House",Franklin,4/21/75,90NR00503,-74.29422011,44.84683674,POINT (-74.294220107 44.8468367371),house
"Rider, Johannes, Stone House",Ulster,8/10/95,95NR00847,-74.22354586,41.82644809,POINT (-74.2235458617 41.8264480899),house
Sloat House,Rockland,11/5/74,90NR02420,-74.19404984,41.15175173,POINT (-74.1940498429 41.1517517283),house
Talavera (William Van Ness House),Columbia,8/8/97,97NR01199,-73.72398686,42.2399286,POINT (-73.7239868626 42.2399285961),house
"Ten Broeck, Benjamin, House",Ulster,12/7/05,05NR05471,-73.97029153,41.97606363,POINT (-73.970291526 41.9760636313),house
"Wheeler, William E., House",Cattaraugus,1/11/02,01NR01871,-78.33934362,42.04138221,POINT (-78.3393436177 42.0413822103),house
"Shoecroft, Matthew, House",Oswego,11/15/88,90NR02162,-76.06156978,43.64216273,POINT (-76.0615697823 43.6421627296),house
"Eighth Avenue, House at 290",Nassau,2/18/88,90NR01758,-73.64760087,40.85054616,POINT (-73.64760087 40.8505461581),house
Kingston/Rondout 2 Lighthouse,Ulster,5/29/79,90NR01098,-73.96255646,41.92092672,POINT (-73.9625564573 41.9209267224),house
Stewart Cobblestone House,Monroe,3/4/97,96NR01084,-77.55718383,43.03296425,POINT (-77.5571838343 43.0329642543),house
Silvernail House,Columbia,6/11/10,10NR06100,-73.62209727,42.02792716,POINT (-73.6220972697 42.0279271573),house
House at 226 West Penn (Long Beach Historical Museum),Nassau,9/24/08,08NR05887,-73.67082039,40.58521995,POINT (-73.6708203915 40.5852199539),house
Davis Stone House,Ulster,8/12/99,99NR01484,-74.19972861,41.81888817,POINT (-74.1997286085 41.8188881724),house
Smith McLoud House,Yates,8/22/94,94NR00648,-77.26394728,42.60215344,POINT (-77.2639472819 42.6021534409),house
Kent-Delord House,Clinton,2/18/71,90NR00173,-73.44810911,44.70065577,POINT (-73.448109114 44.7006557664),house
Alvord House,Onondaga,8/27/76,90NR02093,-76.13326238,43.08892841,POINT (-76.1332623829 43.0889284148),house
"Clarke, Edwin W. and Charlotte, House",Oswego,2/26/02,02NR01892,-76.50019286,43.45662424,POINT (-76.5001928648 43.4566242423),house
"Van Rensselaer, Henry I., House",Columbia,9/16/93,93NR00454,-73.75669859,42.18900333,POINT (-73.7566985852 42.1890033264),house
"Burnham, Thomas, House",Warren,9/29/84,90NR02701,-73.64310278,43.31822509,POINT (-73.6431027799 43.3182250893),house
"Dodge, William E., House",Bronx,8/29/77,90NR00049,-73.91327084,40.89490746,POINT (-73.9132708402 40.8949074565),house
Louis A. and Laura Stirn House,Richmond,11/12/10,10NR06149,-74.08775859,40.62846194,POINT (-74.087758594 40.6284619372),house
"DuBois, Henry A., and Evalina, House",Columbia,12/6/04,04NR05257,-73.78122518,42.23788006,POINT (-73.7812251814 42.2378800631),house
"Wood, Wilford, House",Orange,8/28/98,98NR01376,-74.07276292,41.4112159,POINT (-74.0727629235 41.4112159019),house
Houser-Conklin House,Rockland,10/1/10,10NR06142,-74.06604077,41.13439433,POINT (-74.0660407746 41.134394333),house
"Fifth Avenue, Houses at 1026-1028",New York,2/12/99,98NR01393,-73.96121646,40.77990351,POINT (-73.9612164647 40.7799035051),house
Jenkins House,Schenectady,10/11/84,90NR02669,-74.18854018,42.74615142,POINT (-74.188540177 42.7461514192),house
James H. and Sarah Johnson House,Monroe,2/2/22,20NR00125,-77.48892988,43.1405314,POINT (-77.4889298849 43.1405313977),house
Wiggins-Collamer House,Saratoga,10/31/07,07NR05746,-73.79154838,42.9947023,POINT (-73.7915483763 42.9947022964),house
Market House,Oswego,6/20/74,90NR02147,-76.51072185,43.45714536,POINT (-76.5107218485 43.4571453624),house
"Barley, Zachariah, Stone House",Ulster,8/10/95,95NR00848,-74.23860648,41.82525059,POINT (-74.2386064849 41.8252505888),house
House at 251 Rocklyn Avenue (Brower House),Nassau,9/15/08,07NR05779,-73.66530863,40.65195621,POINT (-73.6653086298 40.6519562086),house
Old Allegany County Courthouse,Allegany,8/21/72,90NR00030,-78.01546786,42.30530275,POINT (-78.0154678584 42.3053027453),house
Public Bath House #3,Westchester,10/21/85,90NR02475,-73.88916477,40.93532795,POINT (-73.8891647733 40.9353279518),house
Hunt House,Seneca,8/29/80,90NR02217,-76.84439241,42.90268161,POINT (-76.8443924055 42.9026816138),house
"Crounse, Frederick, House",Albany,11/10/82,90NR01680,-74.01965917,42.68025846,POINT (-74.0196591745 42.6802584598),house
William J. Greenman House,Cortland,8/11/11,11NR06206,-76.17760095,42.60411013,POINT (-76.1776009544 42.6041101267),house
"Vanderbilt, Mrs. Graham Fair, House",New York,10/29/82,90NR00900,-73.95500879,40.78482081,POINT (-73.9550087872 40.7848208147),house
Whitman-Place House,Suffolk,9/26/85,90NR01858,-73.41909921,40.81975026,POINT (-73.4190992077 40.8197502647),house
"Brown, Luke, House",St. Lawrence,6/6/03,99NR01509,-74.90208958,44.62936166,POINT (-74.9020895809 44.6293616643),house
"Bradley, Amzi, House",Niagara,11/15/02,02NR04944,-78.52317364,43.27185901,POINT (-78.5231736438 43.2718590109),house
"Hasbrouck, Major Jacob Jr., Stone House",Ulster,7/20/99,99NR01490,-74.08686602,41.76070785,POINT (-74.086866019 41.7607078486),house
Southworth House,Tompkins,6/8/84,90NR02273,-76.29706106,42.49202723,POINT (-76.2970610589 42.4920272333),house
"216-264 Ovington Avenue, Houses at",Kings,6/5/07,06NR05692,-74.02773206,40.63496892,POINT (-74.0277320555 40.6349689242),house
"Weeks, Charles M., House",Suffolk,9/26/85,90NR01854,-73.4183585,40.87963305,POINT (-73.4183585018 40.8796330452),house
Scott-Edwards House,Richmond,2/11/83,90NR01016,-74.12353779,40.62880953,POINT (-74.1235377911 40.6288095254),house
Odell House - Rochambeau Headquarters,Westchester,3/28/73,90NR02436,-73.81739043,41.01951876,POINT (-73.8173904322 41.0195187632),house
Coppola House,Albany,11/10/82,90NR01654,-74.04110821,42.69092777,POINT (-74.0411082126 42.6909277662),house
Neville House,Richmond,7/28/77,90NR01028,-74.09912802,40.64444926,POINT (-74.099128019 40.644449255),house
"Aurora Street, House at 18",Cayuga,2/24/95,95NR00789,-76.4229556,42.71091794,POINT (-76.4229556026 42.7109179357),house
"Perry, Ezikial, House",Yates,8/24/84,94NR00686,-77.09909549,42.66682999,POINT (-77.0990954867 42.6668299852),house
Union Meeting House,Jefferson,9/27/85,90NR01128,-76.24129306,44.17201577,POINT (-76.2412930604 44.1720157738),house
"Hilton, Adam, House",Albany,11/10/82,90NR01631,-74.03843164,42.69180355,POINT (-74.0384316445 42.6918035455),house
Jericho Friends Meeting House Complex,Nassau,5/10/02,00NR01618,-73.53616308,40.79505872,POINT (-73.536163084 40.7950587166),house
Mabee House,Schenectady,5/22/78,90NR02652,-74.03160876,42.86506012,POINT (-74.0316087612 42.8650601182),house
Moses Yeomans House,Ulster,2/20/09,06NR05572,-73.97399412,41.92873356,POINT (-73.9739941175 41.9287335639),house
"Royce, Deodatus, House",Tioga,7/2/84,90NR02234,-76.18529073,42.32378798,POINT (-76.1852907291 42.3237879754),house
Hubbs-Burr House,Suffolk,,90NR01827,-73.29626044,40.85257691,POINT (-73.2962604388 40.8525769115),house
Dayton-Williams House,Washington,11/8/06,06NR05632,-73.28423619,43.43378742,POINT (-73.2842361878 43.433787421),house
"Pangburn, Stephen, House",Albany,11/10/82,90NR01662,-73.98217668,42.74404037,POINT (-73.9821766773 42.7440403727),house
"Thompson, Henry Dwight, House",Chautauqua,9/26/83,90NR00126,-79.56883133,42.31724598,POINT (-79.568831333 42.3172459794),house
James Keith House,Herkimer,1/15/14,13NR06466,-75.02226175,43.17061504,POINT (-75.0222617521 43.1706150355),house
"Royce, J. B., House and Farm Complex",Tioga,7/2/84,90NR02235,-76.179376,42.32775471,POINT (-76.1793759985 42.327754709),house
John Losee House,Jefferson,2/14/14,13NR06504,-75.92984873,43.91683782,POINT (-75.9298487279 43.9168378192),house
Delaware and Hudson Railroad Freight House,Albany,2/20/98,90NR02864,-73.69826712,42.77258327,POINT (-73.6982671196 42.7725832664),house
Miller's House at Red Mills,Ulster,9/26/83,90NR01089,-74.2754648,41.6285243,POINT (-74.2754648048 41.6285243019),house
Skinny House,Westchester,5/18/15,14NR06618,-73.74234067,40.9548187,POINT (-73.7423406746 40.9548187027),house
Zimmerman House,Chemung,10/7/83,90NR00149,-76.81964261,42.16326011,POINT (-76.8196426085 42.1632601129),house
Graham-Brush Log House,Dutchess,7/22/99,99NR01492,-73.65520635,41.9801554,POINT (-73.655206354 41.9801554015),house
Race Rock Lighthouse,Suffolk,4/29/05,03NR05109,-72.04705434,41.24358403,POINT (-72.0470543357 41.2435840319),house
Indian Rock Schoolhouse,Dutchess,4/1/02,02NR01896,-73.54622839,41.86148146,POINT (-73.5462283887 41.8614814565),house
Osterhout Stone House,Ulster,7/5/01,01NR01790,-73.95345385,42.02580313,POINT (-73.9534538483 42.0258031288),house
Macomber Stone House,Schenectady,10/11/84,90NR02636,-74.21450001,42.72137009,POINT (-74.2145000119 42.7213700903),house
Winslow-Turner Carriage House,Clinton,11/12/82,90NR00193,-73.47447473,44.69870943,POINT (-73.4744747251 44.6987094256),house
Alling and Cory Buffalo Warehouse,Erie,2/17/10,09NR06075,-78.86959221,42.88293164,POINT (-78.8695922101 42.8829316441),house
"Buffett, Joseph, House",Suffolk,9/26/85,90NR01804,-73.44490844,40.83824509,POINT (-73.4449084409 40.8382450949),house
Sea Cliff Fire House,Nassau,5/18/03,02NR04986,-73.64464242,40.84858976,POINT (-73.6446424151 40.8485897583),house
"Witbeck, William A., House",Columbia,12/12/94,94NR00749,-73.75995659,42.38885716,POINT (-73.7599565942 42.3888571639),house
"Edwards, John B. and Lydia, House",Oswego,12/4/01,01NR01867,-76.50403407,43.45460894,POINT (-76.5040340727 43.4546089415),house
Payne Cobblestone House,Livingston,11/1/06,06NR05639,-77.66234902,42.73630407,POINT (-77.662349019 42.7363040702),house
Rufus and Flora Bates House,Tompkins,8/29/10,08NR05882,-76.49244442,42.43829771,POINT (-76.4924444221 42.4382977128),house
"Wilson, Warren, House",Jefferson,9/27/85,90NR01130,-76.27342674,44.13056981,POINT (-76.2734267377 44.1305698061),house
"Flagg, Ethan, House (Blessed Sacrament Monastery)",Westchester,8/12/98,98NR01359,-73.89248921,40.94053486,POINT (-73.8924892136 40.9405348589),house
Mulhern House,Dutchess,9/29/84,90NR00445,-73.92120191,41.59729395,POINT (-73.9212019096 41.5972939506),house
Senate House,Ulster,8/21/71,90NR01102,-74.01874492,41.93439626,POINT (-74.018744915 41.9343962624),house
"Hatch, Barbara Rutherford, House",New York,6/9/83,90NR00755,-73.96552273,40.764634,POINT (-73.9655227303 40.7646339968),house
James C. Beecher House,Tioga,7/27/12,12NR06340,-76.24603861,42.10442145,POINT (-76.2460386103 42.1044214495),house
"Wilmarth, Martin L. C., House",Warren,9/29/84,90NR02735,-73.6568471,43.31807803,POINT (-73.6568470963 43.3180780299),house
William Payne House,Monroe,6/20/12,12NR06322,-77.73333787,43.17952086,POINT (-77.7333378696 43.179520858),house
"Hyatt, Caleb, House",Westchester,1/22/73,90NR02509,-73.8001507,40.98163191,POINT (-73.8001506965 40.9816319109),house
Stanley H. Lowndes House,Suffolk,5/20/19,16NR00070,-73.35486295,40.90489274,POINT (-73.3548629536 40.9048927374),house
Pelham Picture House,Westchester,5/28/10,04NR05247,-73.81171583,40.90736015,POINT (-73.8117158275 40.9073601481),house
"Parsons, Ambrose, House",Suffolk,11/7/95,95NR00857,-72.15672129,41.02043448,POINT (-72.1567212935 41.0204344809),house
"Rankin, John, House",Kings,11/16/78,90NR01336,-73.9987998,40.68154081,POINT (-73.998799796 40.6815408106),house
"North, Benjamin D., House",Otsego,7/11/85,90NR02172,-74.83521316,42.70345481,POINT (-74.8352131629 42.7034548119),house
"Deland, Henry, House",Monroe,4/17/80,90NR01527,-77.44137329,43.0988226,POINT (-77.4413732929 43.0988226008),house
Tunnicliff-Jordan House,Otsego,9/24/10,10NR06109,-74.99190632,42.85417899,POINT (-74.9919063168 42.854178986),house
"Burleigh, H. G., House",Essex,11/15/88,90NR00478,-73.42401945,43.84582782,POINT (-73.424019453 43.8458278154),house
Theta Xi Alpha Chapter House,Rensselaer,12/11/13,13NR06457,-73.67501964,42.73049976,POINT (-73.6750196417 42.7304997617),house
"Shew, Godfrey, House",Fulton,7/12/06,06NR05569,-74.12356345,43.14504431,POINT (-74.1235634506 43.1450443102),house
"Mooney, Edward, House",New York,12/12/76,90NR00938,-73.99750446,40.71464468,POINT (-73.9975044595 40.7146446758),house
Haskell House,Orange,6/4/73,90NR02309,-74.04251502,41.48055321,POINT (-74.0425150229 41.4805532077),house
Van Slyke House,Herkimer,11/8/21,21NR00033,-74.93235636,43.00877238,POINT (-74.9323563552 43.0087723789),house
Walsh-Havemeyer House,Orange,3/23/10,09NR06082,-74.0182082,41.4895894,POINT (-74.0182082004 41.4895893997),house
House at 195 Prospect Avenue,Nassau,2/18/88,90NR01753,-73.6505419,40.84703004,POINT (-73.6505418995 40.8470300388),house
Waterman-Gramps House,Montgomery,9/27/80,90NR01559,-74.6117305,42.93577481,POINT (-74.6117305048 42.9357748054),house
"Archer, William, House",Jefferson,11/19/80,90NR01161,-75.98060514,44.00282651,POINT (-75.9806051369 44.0028265095),house
"MaGee, Merrill, House",Warren,4/11/85,90NR02742,-73.77684835,43.49593729,POINT (-73.7768483513 43.4959372861),house
"West 24th Street, Houses at 437-459",New York,10/29/82,90NR00892,-74.00268292,40.7481842,POINT (-74.0026829246 40.7481841998),house
"Birdsall, Stephen T., House",Warren,9/29/84,90NR02700,-73.64415889,43.31755281,POINT (-73.6441588879 43.317552805),house
Dunning House,Orange,12/28/01,01NR01853,-74.45699055,41.38496477,POINT (-74.4569905498 41.3849647724),house
McFarlane-Bredt House,Richmond,9/8/83,90NR01031,-74.06309139,40.61468897,POINT (-74.0630913917 40.6146889696),house
Benner House,Dutchess,7/9/87,90NR00456,-73.90966244,41.9208396,POINT (-73.9096624362 41.9208396021),house
Shorter House,Orange,8/28/98,98NR01383,-74.3450125,41.57163914,POINT (-74.3450124962 41.5716391392),house
Sagamore Apartment House,Onondaga,9/18/17,17NR00048,-76.16194964,43.03796906,POINT (-76.1619496378 43.0379690581),house
"Pitt, Newton M., House",Oswego,11/15/88,90NR02167,-76.08341093,43.64321735,POINT (-76.0834109305 43.6432173539),house
House at 65 Twentieth Avenue,Nassau,2/18/88,90NR01764,-73.65210794,40.84591739,POINT (-73.6521079388 40.8459173944),house
"Hutchinson, Gen. Orrin, House",Onondaga,4/13/73,90NR02090,-76.21611785,42.99525683,POINT (-76.2161178518 42.9952568315),house
Coons House,Columbia,10/7/83,90NR00226,-73.89368351,42.09307057,POINT (-73.8936835093 42.0930705744),house
Wing-Northup House,Washington,9/12/08,96NR00937,-73.58740895,43.26904556,POINT (-73.5874089526 43.2690455609),house
Little House,Rockland,7/12/90,90NR03076,-73.91230258,41.01192845,POINT (-73.9123025785 41.0119284518),house
Lynfield (Milton Ham House),Dutchess,3/19/87,90NR00365,-73.74401318,41.77365528,POINT (-73.7440131849 41.7736552765),house
Sutton/Chapman/Howland House,Tioga,12/15/97,97NR01273,-76.18376216,42.22008907,POINT (-76.1837621621 42.2200890745),house
"Blake, John, House",Orange,12/20/84,90NR02349,-74.20897276,41.49287167,POINT (-74.2089727642 41.4928716663),house
Barrett House,Dutchess,11/26/82,90NR00384,-73.92751486,41.70062851,POINT (-73.9275148607 41.7006285149),house
Remington House,Herkimer,8/21/97,97NR01228,-75.08629685,42.99145869,POINT (-75.0862968518 42.9914586925),house
"Parry, John E., House",Warren,9/29/84,90NR02723,-73.63586617,43.31089417,POINT (-73.6358661712 43.3108941693),house
"Stower, Asa, House",Warren,4/12/06,03NR05135,-73.62015115,43.34801322,POINT (-73.6201511451 43.3480132229),house
"Shelp, John, Cobblestone House",Orleans,11/20/08,08NR05899,-78.46392431,43.15617553,POINT (-78.4639243061 43.1561755316),house
"Wright, Reuben, House",Chautauqua,9/26/83,90NR00130,-79.56636259,42.33018922,POINT (-79.5663625856 42.3301892246),house
Sheldon Cobblestone House,Monroe,11/29/96,96NR01082,-77.50336606,42.9963126,POINT (-77.5033660567 42.9963126006),house
"Harrison, Edward, House [Alumni House]",Monroe,10/22/10,10NR06104,-77.94313203,43.21157642,POINT (-77.9431320326 43.2115764238),house
"Houghtaling, Abraham, House",Albany,2/20/98,98NR01296,-73.79746946,42.47516963,POINT (-73.7974694625 42.4751696341),house
Spicer-Millard House,Yates,8/24/94,94NR00639,-77.04379741,42.50066658,POINT (-77.0437974139 42.5006665823),house
"Johnson, James Weldon, House",New York,5/11/76,90NR00708,-73.94297956,40.81531884,POINT (-73.9429795568 40.815318841),house
"Gray, E.L., House",Franklin,11/6/92,93NR00496,-74.12739076,44.3266842,POINT (-74.1273907606 44.3266842017),house
